GISJOIN,higher_level,med_inc,ba_prop,pov_prop
G0900010071200,Fairfield County,23750,0.11426141196484264,0.3761038961038961
G0900010071300,Fairfield County,29760,0.08112874779541446,0.24046610169491525
G0900010071400,Fairfield County,41063,0.08608385370205174,0.33954571927781013
G0900010071600,Fairfield County,20000,0.04588744588744589,0.5593286494925839
G0900010071900,Fairfield County,36732,0.14586421583160392,0.24821880027579868
G0900010072000,Fairfield County,52267,0.21152263374485597,0.15434354793365196
G0900010072100,Fairfield County,52188,0.26717016757139483,0.14149821640903687
G0900010072200,Fairfield County,49360,0.2586830680173661,0.149829441091577
G0900010072300,Fairfield County,72043,0.1771756122980719,0.1287037037037037
G0900010072400,Fairfield County,55781,0.21723730814639905,0.10564733000384172
G0900010072500,Fairfield County,66178,0.2499316379546076,0.12867383512544803
G0900010072600,Fairfield County,72228,0.28871851040525737,0.07561728395061729
G0900010072700,Fairfield County,81044,0.2618483412322275,0.09093237704918032
G0900010072800,Fairfield County,50192,0.15314285714285714,0.2141554177307552
G0900010072900,Fairfield County,61290,0.13815789473684212,0.07459157351676698
G0900010073000,Fairfield County,80833,0.26102675343456255,0.11438223938223938
G0900010073100,Fairfield County,39333,0.21210782147591692,0.1813304721030043
G0900010073200,Fairfield County,49729,0.18192090395480226,0.16846153846153847
G0900010073300,Fairfield County,34048,0.11830742659758203,0.21076359537897998
G0900010073400,Fairfield County,52244,0.11218195836545874,0.08647073111488948
G0900010073500,Fairfield County,38529,0.05946201038225578,0.2505163765122455
G0900010073600,Fairfield County,38643,0.04356181934657271,0.31022596706242817
G0900010073700,Fairfield County,39330,0.08895164136957288,0.19498806682577566
G0900010073800,Fairfield County,21165,0.07479431563201197,0.44315004659832247
G0900010073900,Fairfield County,30760,0.03597122302158273,0.2721763085399449
G0900010074000,Fairfield County,37589,0.08735213830755233,0.3146503884572697
G0900010074300,Fairfield County,39941,0.13700107874865156,0.2518676627534685
G0900010074400,Fairfield County,42679,0.0840755254720342,0.24691620586984261
G0900010080100,Fairfield County,72598,0.2639181462533855,0.19103352509422733
G0900010080200,Fairfield County,61563,0.2255813953488372,0.1182548794489093
G0900010080400,Fairfield County,54643,0.1572280178837556,0.1494139012712564
G0900010080500,Fairfield County,83565,0.4535541195476575,0.07138284250960307
G0900010080600,Fairfield County,72083,0.4304190377651319,0.07887435592548553
G0900010080700,Fairfield County,61140,0.2673456397199236,0.1262699564586357
G0900010080800,Fairfield County,95500,0.4340450424100614,0.04090328078397955
G0900010080900,Fairfield County,85341,0.3348361887586414,0.030460008288437628
G0900010081000,Fairfield County,64319,0.19520319786808793,0.0907749077490775
G0900010081100,Fairfield County,105588,0.3018446059250978,0.045510708401976935
G0900010081200,Fairfield County,110833,0.4412773818949591,0.04552380952380952
G0900010081300,Fairfield County,70748,0.46797568957456753,0.05431502715751358
G0900010090100,Fairfield County,136136,0.6292460646230323,0.009237875288683603
G0900010090200,Fairfield County,115521,0.5547528517110266,0.01592115238817286
G0900010090300,Fairfield County,125457,0.48274799753542824,0.02485284499672989
G0900010090400,Fairfield County,104496,0.47332333404756805,0.020520673813169986
G0900010090500,Fairfield County,119906,0.5219023779724656,0.006346519991537973
G0900010090600,Fairfield County,111111,0.581676750216076,0.029850746268656716
G0900010090700,Fairfield County,161774,0.5901960784313726,0.022540983606557378
G0900010100100,Fairfield County,124886,0.5100791018116867,0.023817625042531473
G0900010100200,Fairfield County,109266,0.4403708386009271,0.04432326621923938
G0900010100300,Fairfield County,120321,0.5077313639510732,0.03360705596107056
G0900010105100,Fairfield County,139506,0.6659953004363881,0.03079215296746958
G0900010105200,Fairfield County,158448,0.5653923541247485,0.033419023136246784
G0900010110100,Fairfield County,62569,0.3378243512974052,0.19148073022312373
G0900010110201,Fairfield County,88490,0.31964549483013294,0.045828437132784956
G0900010110202,Fairfield County,84048,0.31457733577597485,0.06164685160722149
G0900010110301,Fairfield County,78003,0.43843283582089554,0.033338650502472485
G0900010110302,Fairfield County,102061,0.46283185840707963,0.012686330478908976
G0900010110400,Fairfield County,100858,0.4611064307778714,0.010547667342799188
G0900010110500,Fairfield County,109886,0.4105852179995337,0.033560566334556896
G0900010110600,Fairfield County,110484,0.4357504215851602,0.037142857142857144
G0900010200100,Fairfield County,80982,0.4086556874760628,0.044956140350877194
G0900010200200,Fairfield County,66159,0.4109550561797753,0.04744367417677643
G0900010200301,Fairfield County,136715,0.45466738197424894,0.020317337461300308
G0900010200302,Fairfield County,119167,0.4854525862068966,0.012904366271875552
G0900010205100,Fairfield County,114583,0.4960871044572984,0.03395867964853954
G0900010205200,Fairfield County,121205,0.5657531336307627,0.02236329533977781
G0900010205300,Fairfield County,89441,0.4318854886475814,0.05834767641996558
G0900010210100,Fairfield County,34216,0.15507011866235168,0.2767250625670361
G0900010210200,Fairfield County,42940,0.13772164197230993,0.1713473160327053
G0900010210300,Fairfield County,59901,0.22114154082416176,0.16945024356297841
G0900010210400,Fairfield County,76292,0.31190832087693077,0.05638474295190713
G0900010210500,Fairfield County,93264,0.49538124315014875,0.08102766798418973
G0900010210600,Fairfield County,56579,0.2180648236415634,0.15685939103660623
G0900010210701,Fairfield County,51678,0.150519978106185,0.17015418502202642
G0900010210702,Fairfield County,55788,0.17669432918395575,0.17246835443037975
G0900010210800,Fairfield County,99250,0.4644163150492264,0.07123956849175657
G0900010210900,Fairfield County,120132,0.5120608285264814,0.017172295363480253
G0900010211000,Fairfield County,82857,0.3546176046176046,0.044349070100143065
G0900010211100,Fairfield County,NA,0.05795454545454545,0
G0900010211200,Fairfield County,79316,0.43643983236878864,0.12014893312329944
G0900010211300,Fairfield County,102893,0.4141093474426808,0.07784431137724551
G0900010211400,Fairfield County,100453,0.40441932168550876,0.0815949787705372
G0900010220100,Fairfield County,106324,0.5092592592592593,0.04998121007140173
G0900010220200,Fairfield County,122542,0.5576532094103979,0.018674698795180723
G0900010220300,Fairfield County,104486,0.43665158371040724,0.05304082199389058
G0900010230100,Fairfield County,106813,0.5227871176828033,0.018405797101449274
G0900010230200,Fairfield County,134531,0.6497263487099296,0.03184386235233693
G0900010230300,Fairfield County,131538,0.6078044934962554,0.02608242044861763
G0900010230400,Fairfield County,135179,0.5836431226765799,0.034870457878442236
G0900010230501,Fairfield County,148750,0.6481687014428413,0.028878281622911693
G0900010230502,Fairfield County,107788,0.47724620770128356,0.05230270770654941
G0900010240100,Fairfield County,118152,0.6149271483794231,0.04041749944481457
G0900010240200,Fairfield County,130500,0.6704288939051919,0.04504504504504504
G0900010245100,Fairfield County,171250,0.7577836411609499,0.011466296038915913
G0900010245200,Fairfield County,142941,0.6737089201877934,0.033788474890071744
G0900010245300,Fairfield County,127159,0.7381016402258672,0.011988993710691825
G0900010245400,Fairfield County,172639,0.7810707456978967,0.00648508430609598
G0900010245500,Fairfield County,172206,0.7844221105527638,0.008309364014062001
G0900010245600,Fairfield County,178177,0.773117254528122,0.027614024201054917
G0900010257100,Fairfield County,113506,0.5115384615384615,0.007980187121629059
G0900010257200,Fairfield County,45125,0.2076253626191463,0.17371370351502802
G0900010990000,Fairfield County,NA,NA,NA
G0900030330100,Hartford County,95259,0.2952836637047163,0.022885572139303482
G0900030400100,Hartford County,79775,0.3178402935523327,0.04604374831217931
G0900030400200,Hartford County,130665,0.4704702473813238,0.03255122273628552
G0900030400300,Hartford County,94279,0.4227333206614712,0.033304867634500426
G0900030405100,Hartford County,64831,0.28434197886647455,0.06687598116169545
G0900030405200,Hartford County,65354,0.23259152907394112,0.05821438567030507
G0900030405300,Hartford County,58988,0.1740566037735849,0.09729905629677839
G0900030405401,Hartford County,79900,0.3057509309060819,0.11051693404634581
G0900030405402,Hartford County,63214,0.35842771485676217,0.10273447482749809
G0900030405500,Hartford County,75604,0.32513513513513514,0.05180388529139685
G0900030405600,Hartford County,58734,0.22852512155591573,0.1715520734837228
G0900030405700,Hartford County,46471,0.11124401913875598,0.13055555555555556
G0900030405800,Hartford County,81823,0.35879716100112063,0.07334157395962093
G0900030405900,Hartford County,88558,0.35143570536828966,0.025959618371422234
G0900030406001,Hartford County,48000,0.18651459241865145,0.1769932756964457
G0900030406002,Hartford County,81066,0.31525625744934443,0.10098691760385586
G0900030406100,Hartford County,44679,0.16899441340782123,0.2377655765099069
G0900030410101,Hartford County,115324,0.4640191897654584,0.020573801434503585
G0900030410102,Hartford County,139211,0.5333100802232299,0.022429906542056073
G0900030415300,Hartford County,33519,0.08358662613981763,0.33156028368794327
G0900030415400,Hartford County,44449,0.16237942122186494,0.10611092660245766
G0900030415500,Hartford County,32021,0.10695468914646997,0.3826879271070615
G0900030415600,Hartford County,42092,0.13855627779678412,0.1756578947368421
G0900030415700,Hartford County,48750,0.23479044614691302,0.16371681415929204
G0900030415800,Hartford County,50550,0.23681125439624853,0.24181360201511334
G0900030415900,Hartford County,28716,0.060810810810810814,0.35704514363885087
G0900030416000,Hartford County,41329,0.12027927642018407,0.2736359850062474
G0900030416100,Hartford County,27059,0.10061813186813187,0.3873688541452376
G0900030416200,Hartford County,33750,0.07990165949600492,0.2901023890784983
G0900030416300,Hartford County,37217,0.09230149133413947,0.26725997842502697
G0900030416400,Hartford County,91888,0.44714828897338404,0.013593380614657211
G0900030416500,Hartford County,57070,0.2600666061156524,0.15149651496514965
G0900030416600,Hartford County,26578,0.10847107438016529,0.29986431478968795
G0900030416700,Hartford County,45896,0.23246364414029086,0.18718764198091775
G0900030416800,Hartford County,56071,0.20082177709296353,0.16806136680613668
G0900030417100,Hartford County,26123,0.018970189701897018,0.44792293798916316
G0900030417200,Hartford County,31563,0.2348916761687571,0.32
G0900030417300,Hartford County,NA,0,1
G0900030417400,Hartford County,73113,0.5027253668763103,0.09296482412060302
G0900030417500,Hartford County,61273,0.2505103528725576,0.12319620934740469
G0900030420400,Hartford County,91558,0.38852672750977835,0.027225451208320588
G0900030420500,Hartford County,57193,0.2401341243229301,0.05010615711252654
G0900030420600,Hartford County,57105,0.2909297052154195,0.12131860776439089
G0900030420700,Hartford County,70417,0.2352510076951264,0.07749792416274565
G0900030430100,Hartford County,69575,0.2696526508226691,0.07984442919240449
G0900030430201,Hartford County,83007,0.356477889837083,0.04562518047935316
G0900030430202,Hartford County,118750,0.4470620842572062,0.02752842609216038
G0900030430203,Hartford County,66956,0.3822992700729927,0.026693584567070435
G0900030430301,Hartford County,121333,0.49511527940601796,0.02482566248256625
G0900030430302,Hartford County,84531,0.32262635805384976,0.042876901798063624
G0900030430400,Hartford County,88421,0.35952911231307666,0.02538964303670186
G0900030430500,Hartford County,114583,0.4219738506959089,0.019660014781966002
G0900030430601,Hartford County,57016,0.39790575916230364,0.08292682926829269
G0900030430602,Hartford County,88500,0.36632253470986115,0.020387359836901122
G0900030460100,Hartford County,97630,0.45103394459617635,0.06932245922208281
G0900030460202,Hartford County,104931,0.6532488114104595,0.11715976331360947
G0900030460203,Hartford County,95189,0.7295008912655971,0.05456285896617741
G0900030460204,Hartford County,91405,0.5994804070145053,0.05895546299263057
G0900030460301,Hartford County,100515,0.5588059701492537,0.04671743157028195
G0900030460302,Hartford County,83918,0.5267890595728737,0.08005427408412483
G0900030462101,Hartford County,132375,0.6646586345381527,0.02996821552898441
G0900030462102,Hartford County,180250,0.749902761571373,0.050623052959501556
G0900030462201,Hartford County,101058,0.5701990317374933,0.01478930307941653
G0900030462202,Hartford County,141731,0.8123504068932503,0.04405922715781871
G0900030464101,Hartford County,115497,0.5874381026843889,0.02451442579671884
G0900030464102,Hartford County,76285,0.5250399573787959,0.04610655737704918
G0900030466101,Hartford County,114485,0.695037688442211,0.03918529997786141
G0900030466102,Hartford County,126573,0.6843615494978479,0.021609384647046717
G0900030466201,Hartford County,102606,0.6247933884297521,0.06966053748231966
G0900030466202,Hartford County,153333,0.6670616113744076,0.027340332458442695
G0900030466300,Hartford County,128633,0.6664764621968616,0.06199021207177814
G0900030466400,Hartford County,97083,0.5656565656565656,0.03571428571428571
G0900030468101,Hartford County,129875,0.5594079480940795,0.02722397910078372
G0900030468102,Hartford County,103788,0.5311762723289518,0.042332065906210394
G0900030470100,Hartford County,100689,0.5510419414402532,0.03748097412480974
G0900030471100,Hartford County,71346,0.16804692891649414,0.09122459097669806
G0900030471200,Hartford County,64655,0.17209908735332463,0.07032819825853985
G0900030471300,Hartford County,73036,0.4228094575799722,0.0775686096620549
G0900030471400,Hartford County,112886,0.5638009049773756,0.04960584502980196
G0900030471500,Hartford County,78726,0.29977911012937836,0.041103017689906346
G0900030473100,Hartford County,100889,0.3606487409304311,0.008525012063696316
G0900030473400,Hartford County,62679,0.3721311475409836,0.12374185908821789
G0900030473501,Hartford County,118224,0.5882731958762887,0.032790752535975465
G0900030473502,Hartford County,90825,0.4906318082788671,0.05542725173210162
G0900030473601,Hartford County,106296,0.45398502862175255,0.0012399256044637321
G0900030473602,Hartford County,82150,0.4112814895947426,0.09061619009262989
G0900030473700,Hartford County,59611,0.3011988011988012,0.08547746503194613
G0900030473800,Hartford County,66406,0.26608695652173914,0.11713191023535852
G0900030476100,Hartford County,61250,0.2155425219941349,0.09847998287304646
G0900030476200,Hartford County,89006,0.3140412682435833,0.06822327617657789
G0900030476300,Hartford County,61088,0.22321914083741165,0.04861382272549785
G0900030477101,Hartford County,121625,0.5972409152086138,0.050685602350636634
G0900030477102,Hartford County,106773,0.3487789605510332,0.016388325269236774
G0900030477200,Hartford County,107656,0.4094059405940594,0.006780870806566738
G0900030480300,Hartford County,61133,0.19507575757575757,0.07924358397118415
G0900030480400,Hartford County,79107,0.2515769944341373,0.04134228187919463
G0900030480500,Hartford County,72847,0.14662133446663833,0.03770250368188512
G0900030480600,Hartford County,40321,0.20768,0.34586631486367636
G0900030480700,Hartford County,55167,0.28695114409400124,0.18792866941015088
G0900030480800,Hartford County,75833,0.376017532874139,0.02911993097497843
G0900030480900,Hartford County,81926,0.2775779376498801,0.03844350679793718
G0900030481000,Hartford County,118370,0.4161290322580645,0.012376237623762377
G0900030481100,Hartford County,74167,0.2264486313544259,0.04917610710607621
G0900030481200,Hartford County,84038,0.3458697112155809,0.08386463952918097
G0900030481300,Hartford County,95905,0.28578221588207325,0.02250255710876236
G0900030484100,Hartford County,71556,0.3369589848175844,0.019631410256410256
G0900030484200,Hartford County,79821,0.3678325005948132,0.11087593617714099
G0900030487100,Hartford County,120387,0.46405370290168907,0.028053517479499353
G0900030487201,Hartford County,114911,0.4531869472400122,0.050130208333333336
G0900030487202,Hartford County,156308,0.7237068965517242,0.019602352282273874
G0900030487300,Hartford County,101750,0.33800494641385,0.09993593850096093
G0900030487400,Hartford County,105921,0.4302191464821223,0.020614219604543543
G0900030487500,Hartford County,69356,0.4562864279766861,0.08082622361921868
G0900030490100,Hartford County,71396,0.43512480323813807,0.05104408352668213
G0900030490302,Hartford County,87927,0.5601276452804838,0.010376775787523163
G0900030492100,Hartford County,95652,0.5164473684210527,0.022280856053943126
G0900030492200,Hartford County,88750,0.4233829124870287,0.07348560079443893
G0900030492300,Hartford County,59562,0.2749579023334135,0.07676348547717843
G0900030492400,Hartford County,85500,0.39873987398739874,0.008880431335236283
G0900030492500,Hartford County,85393,0.463474025974026,0.02623732856290996
G0900030492600,Hartford County,98629,0.5147989385588896,0.050920245398773004
G0900030494100,Hartford County,83369,0.434639755925839,0.04786294595549276
G0900030494201,Hartford County,74500,0.35026366916458507,0.0775377969762419
G0900030494202,Hartford County,86250,0.5958168456755228,0.012420022581859239
G0900030494300,Hartford County,79398,0.3255044657624876,0.04080205176031709
G0900030494400,Hartford County,79688,0.416229643941485,0.044857083246401
G0900030494500,Hartford County,85618,0.3934376881396749,0.025065963060686015
G0900030494600,Hartford County,71570,0.35028462998102466,0.053375649163300634
G0900030496100,Hartford County,51306,0.2326783867631851,0.1838209982788296
